외롭다,-1
멍청이,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
덕,1
홀로,-1
고르다,1
무섭다,-1
짧다,-1
울다,-1
아프다,-1
받다,1
멋,1
해,-1
소중하다,1
충분하다,1
어색하다,-1
불안하다,-1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
믿다,1
솔직하다,1
두렵다,-1
편하다,1
버리다,-1
특별하다,1
싫다,-1
놀다,1
좋다,1
완벽하다,1
거짓말,-1
없다,-1
많다,1
사랑,1
좋아하다,1
밝다,1
슬프다,-1
더럽다,-1
예쁘다,1
힘들다,-1
상처,-1
아쉽다,-1
그립다,1
미소,1
행복하다,1
바보,-1
지다,-1
외롭다,-1
어렵다,-1
멍청이,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
덕,1
고르다,1
야속하다,-1
짧다,-1
울다,-1
아프다,-1
받다,1
멋,1
해,-1
소중하다,1
충분하다,1
불안하다,-1
웃다,1
행복,1
미안하다,-1
괜찮다,1
먼지,-1
솔직하다,1
두렵다,-1
버리다,-1
미루다,-1
특별하다,1
싫다,-1
좋다,1
완벽하다,1
고맙다,1
거짓말,-1
없다,-1
많다,1
사랑,1
좋아하다,1
밝다,1
슬프다,-1
이쁘다,1
더럽다,-1
예쁘다,1
환하다,1
힘들다,-1
상처,-1
아쉽다,-1
그립다,1
미소,1
죽다,-1
행복하다,1
바보,-1
지다,-1
외롭다,-1
멍청이,-1
빛,1
애쓰다,-1
눈물,-1
설레다,1
잃다,-1
아름답다,1
따뜻하다,1
후회,-1
걱정,-1
덕,1
고르다,1
야속하다,-1
울다,-1
아프다,-1
받다,1
해,-1
소중하다,1
충분하다,1
웃다,1
행복,1
미안하다,-1
떨어지다,-1
괜찮다,1
먼지,-1
떠들다,-1
믿다,1
솔직하다,1
달콤하다,1
버리다,-1
미루다,-1
특별하다,1
싫다,-1
놀다,1
나쁘다,-1
좋다,1
완벽하다,1
고맙다,1
거짓말,-1
없다,-1
많다,1
사랑,1
좋아하다,1
밝다,1
슬프다,-1
이쁘다,1
늦다,-1
더럽다,-1
예쁘다,1
힘들다,-1
그리움,1
상처,-1
외로워,-1
아쉽다,-1
놀리다,-1
놓치다,-1
그립다,1
